Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Description
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, chills, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, chills, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, chills, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, chills, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, chills, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, fatigue, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, cough, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, high_fever,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Common Cold, continuous_sneezing, chills, fatigue, cough,"The common cold is a viral infection of your nose and throat (upper respiratory tract). It's usually harmless, although it might not feel that way. Many types of viruses can cause a common cold."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, chills, joint_pain, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, joint_pain, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, chills, joint_pain, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, joint_pain, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, chills, joint_pain, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, joint_pain, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, vomiting, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, fatigue,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
Dengue, skin_rash, chills, joint_pain, vomiting,"an acute infectious disease caused by a flavivirus (species Dengue virus of the genus Flavivirus), transmitted by aedes mosquitoes, and characterized by headache, severe joint pain, and a rash. ?현 called also breakbone fever, dengue fever."
